YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
1991,MD,"Combined Heat and Power, Commercial Power",Other Biomass,16393.00,,,,,,
1991,MD,"Combined Heat and Power, Commercial Power",Petroleum,0.00,,,,,,
1991,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0.00,,,,,,
1991,ME,Total Electric Power Industry,Total,17344783.00,,,,,,
1991,ME,Total Electric Power Industry,Coal,857960.00,,,,,,
1991,ME,Total Electric Power Industry,Hydroelectric Conventional,3817231.00,,,,,,
1991,ME,Total Electric Power Industry,Natural Gas,49101.00,,,,,,
1991,ME,Total Electric Power Industry,Nuclear,6264366.00,,,,,,
1991,ME,Total Electric Power Industry,Other Biomass,384419.00,,,,,,
1991,ME,Total Electric Power Industry,Petroleum,2152209.00,,,,,,
1991,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3819497.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Total,1884042.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,600635.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Natural Gas,12414.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Other Biomass,215440.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Petroleum,1417.00,,,,,,
1991,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1054136.00,,,,,,
1991,ME,"Electric Generators, Electric Utilities",Total,9518506.00,,,,,,
1991,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1985152.00,,,,,,
1991,ME,"Electric Generators, Electric Utilities",Nuclear,6264366.00,,,,,,
1991,ME,"Electric Generators, Electric Utilities",Petroleum,1268988.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Total,5021945.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Coal,384104.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1231444.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Natural Gas,36687.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Other Biomass,61780.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Petroleum,875356.00,,,,,,
1991,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2432574.00,,,,,,
1991,ME,"Combined Heat and Power, Electric Power",Total,750982.00,,,,,,
1991,ME,"Combined Heat and Power, Electric Power",Coal,473856.00,,,,,,
1991,ME,"Combined Heat and Power, Electric Power",Petroleum,3633.00,,,,,,
1991,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,273493.00,,,,,,
1991,ME,"Combined Heat and Power, Commercial Power",Total,169308.00,,,,,,
1991,ME,"Combined Heat and Power, Commercial Power",Coal,0.00,,,,,,
1991,ME,"Combined Heat and Power, Commercial Power",Other Biomass,107199.00,,,,,,
1991,ME,"Combined Heat and Power, Commercial Power",Petroleum,2815.00,,,,,,
1991,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,59294.00,,,,,,
1991,MI,Total Electric Power Industry,Total,105978124.00,,,,,,
1991,MI,Total Electric Power Industry,Coal,66878223.00,,,,,,
1991,MI,Total Electric Power Industry,Hydroelectric Conventional,1751668.00,,,,,,
1991,MI,Total Electric Power Industry,Natural Gas,8499078.00,,,,,,
1991,MI,Total Electric Power Industry,Nuclear,27021214.00,,,,,,
1991,MI,Total Electric Power Industry,Other,28221.00,,,,,,
1991,MI,Total Electric Power Industry,Other Biomass,504978.00,,,,,,
1991,MI,Total Electric Power Industry,Other Gases,217829.00,,,,,,
1991,MI,Total Electric Power Industry,Petroleum,658567.00,,,,,,
1991,MI,Total Electric Power Industry,Pumped Storage,-795785.00,,,,,,
1991,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1214131.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Total,693687.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,76816.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Natural Gas,3720.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Other Biomass,174428.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Petroleum,152.00,,,,,,
1991,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,438571.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Total,94567383.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Coal,65138291.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1651742.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Natural Gas,998058.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Nuclear,27021214.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Petroleum,553863.00,,,,,,
1991,MI,"Electric Generators, Electric Utilities",Pumped Storage,-795785.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Total,3436531.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Coal,1148818.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,23110.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Natural Gas,1171259.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Other,27606.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Other Biomass,866.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Other Gases,217824.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Petroleum,102286.00,,,,,,
1991,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,744762.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Total,6702210.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Coal,389096.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Natural Gas,6282097.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Other Gases,5.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Petroleum,214.00,,,,,,
1991,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,30798.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Total,578313.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Coal,202018.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Natural Gas,43944.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Other,615.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Other Biomass,329684.00,,,,,,
1991,MI,"Combined Heat and Power, Commercial Power",Petroleum,2052.00,,,,,,
1991,MN,Total Electric Power Industry,Total,42132110.00,,,,,,
1991,MN,Total Electric Power Industry,Coal,26783813.00,,,,,,
1991,MN,Total Electric Power Industry,Hydroelectric Conventional,1037092.00,,,,,,
1991,MN,Total Electric Power Industry,Natural Gas,803940.00,,,,,,
1991,MN,Total Electric Power Industry,Nuclear,12059055.00,,,,,,
1991,MN,Total Electric Power Industry,Other Biomass,439811.00,,,,,,
1991,MN,Total Electric Power Industry,Petroleum,583697.00,,,,,,
1991,MN,Total Electric Power Industry,Wind,237.00,,,,,,
1991,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,424465.00,,,,,,
1991,MN,"Electric Generators, Independent Power Producers",Total,174474.00,,,,,,
1991,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,35664.00,,,,,,
1991,MN,"Electric Generators, Independent Power Producers",Other Biomass,138810.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Total,40427575.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Coal,26186299.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,777563.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Natural Gas,426122.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Nuclear,12059055.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Other Biomass,260979.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Petroleum,575916.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Wind,237.00,,,,,,
1991,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,141404.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Total,1434103.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Coal,597514.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,223865.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Natural Gas,306625.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Other Biomass,20071.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Petroleum,2967.00,,,,,,
1991,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,283061.00,,,,,,
1991,MN,"Combined Heat and Power, Commercial Power",Total,95958.00,,,,,,
1991,MN,"Combined Heat and Power, Commercial Power",Natural Gas,71193.00,,,,,,
1991,MN,"Combined Heat and Power, Commercial Power",Other Biomass,19951.00,,,,,,
1991,MN,"Combined Heat and Power, Commercial Power",Petroleum,4814.00,,,,,,
1991,MO,Total Electric Power Industry,Total,60474726.00,,,,,,
1991,MO,Total Electric Power Industry,Coal,48211692.00,,,,,,
1991,MO,Total Electric Power Industry,Hydroelectric Conventional,1119389.00,,,,,,
1991,MO,Total Electric Power Industry,Natural Gas,1093001.00,,,,,,
1991,MO,Total Electric Power Industry,Nuclear,9979371.00,,,,,,
1991,MO,Total Electric Power Industry,Petroleum,119145.00,,,,,,
1991,MO,Total Electric Power Industry,Pumped Storage,-47872.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Total,60120689.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Coal,47907503.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1119389.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Natural Gas,1043653.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Nuclear,9979371.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Petroleum,118645.00,,,,,,
1991,MO,"Electric Generators, Electric Utilities",Pumped Storage,-47872.00,,,,,,
1991,MO,"Combined Heat and Power, Industrial Power",Total,209344.00,,,,,,
1991,MO,"Combined Heat and Power, Industrial Power",Coal,160628.00,,,,,,
1991,MO,"Combined Heat and Power, Industrial Power",Natural Gas,48372.00,,,,,,
1991,MO,"Combined Heat and Power, Industrial Power",Petroleum,344.00,,,,,,
1991,MO,"Combined Heat and Power, Commercial Power",Total,144693.00,,,,,,
1991,MO,"Combined Heat and Power, Commercial Power",Coal,143561.00,,,,,,
1991,MO,"Combined Heat and Power, Commercial Power",Natural Gas,976.00,,,,,,
1991,MO,"Combined Heat and Power, Commercial Power",Petroleum,156.00,,,,,,
1991,MS,Total Electric Power Industry,Total,25876616.00,,,,,,
1991,MS,Total Electric Power Industry,Coal,8790265.00,,,,,,
1991,MS,Total Electric Power Industry,Natural Gas,5718936.00,,,,,,
1991,MS,Total Electric Power Industry,Nuclear,9132933.00,,,,,,
1991,MS,Total Electric Power Industry,Petroleum,396188.00,,,,,,
1991,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,1838294.00,,,,,,
1991,MS,"Electric Generators, Electric Utilities",Total,23305127.00,,,,,,
1991,MS,"Electric Generators, Electric Utilities",Coal,8750253.00,,,,,,
1991,MS,"Electric Generators, Electric Utilities",Natural Gas,5051811.00,,,,,,
1991,MS,"Electric Generators, Electric Utilities",Nuclear,9132933.00,,,,,,
1991,MS,"Electric Generators, Electric Utilities",Petroleum,370130.00,,,,,,
1991,MS,"Combined Heat and Power, Industrial Power",Total,2571489.00,,,,,,
1991,MS,"Combined Heat and Power, Industrial Power",Coal,40012.00,,,,,,
1991,MS,"Combined Heat and Power, Industrial Power",Natural Gas,667125.00,,,,,,
1991,MS,"Combined Heat and Power, Industrial Power",Petroleum,26058.00,,,,,,
1991,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1838294.00,,,,,,
1991,MT,Total Electric Power Industry,Total,28553148.00,,,,,,
1991,MT,Total Electric Power Industry,Coal,16432520.00,,,,,,
1991,MT,Total Electric Power Industry,Hydroelectric Conventional,11970007.00,,,,,,
1991,MT,Total Electric Power Industry,Natural Gas,32344.00,,,,,,
1991,MT,Total Electric Power Industry,Petroleum,19654.00,,,,,,
1991,MT,Total Electric Power Industry,Wind,0.00,,,,,,
1991,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,98623.00,,,,,,
1991,MT,"Electric Generators, Independent Power Producers",Total,351137.00,,,,,,
1991,MT,"Electric Generators, Independent Power Producers",Coal,300565.00,,,,,,
1991,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,48938.00,,,,,,
1991,MT,"Electric Generators, Independent Power Producers",Petroleum,1634.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Total,28157328.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Coal,16131955.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11921069.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Natural Gas,24370.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Petroleum,17598.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Wind,0.00,,,,,,
1991,MT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,62336.00,,,,,,
1991,MT,"Combined Heat and Power, Industrial Power",Total,44683.00,,,,,,
1991,MT,"Combined Heat and Power, Industrial Power",Natural Gas,7974.00,,,,,,
1991,MT,"Combined Heat and Power, Industrial Power",Petroleum,422.00,,,,,,
1991,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,36287.00,,,,,,
1991,NC,Total Electric Power Industry,Total,89375284.00,,,,,,
1991,NC,Total Electric Power Industry,Coal,50767188.00,,,,,,
1991,NC,Total Electric Power Industry,Hydroelectric Conventional,5850120.00,,,,,,
1991,NC,Total Electric Power Industry,Natural Gas,385907.00,,,,,,
1991,NC,Total Electric Power Industry,Nuclear,30312425.00,,,,,,
1991,NC,Total Electric Power Industry,Other,226926.00,,,,,,
1991,NC,Total Electric Power Industry,Other Biomass,44128.00,,,,,,
1991,NC,Total Electric Power Industry,Petroleum,275785.00,,,,,,
1991,NC,Total Electric Power Industry,Pumped Storage,216432.00,,,,,,
1991,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,1296373.00,,,,,,
1991,NC,"Electric Generators, Independent Power Producers",Total,430570.00,,,,,,
1991,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,15769.00,,,,,,
1991,NC,"Electric Generators, Independent Power Producers",Natural Gas,1293.00,,,,,,
1991,NC,"Electric Generators, Independent Power Producers",Other Biomass,39969.00,,,,,,
1991,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,373539.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Total,83520063.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Coal,46762330.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5807244.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Natural Gas,247496.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Nuclear,30312425.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Petroleum,174136.00,,,,,,
1991,NC,"Electric Generators, Electric Utilities",Pumped Storage,216432.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Total,1890240.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Coal,635282.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2642.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Natural Gas,14137.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Other,226926.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Other Biomass,4159.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Petroleum,84260.00,,,,,,
1991,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,922834.00,,,,,,
1991,NC,"Combined Heat and Power, Electric Power",Total,3469806.00,,,,,,
1991,NC,"Combined Heat and Power, Electric Power",Coal,3339352.00,,,,,,
1991,NC,"Combined Heat and Power, Electric Power",Natural Gas,113343.00,,,,,,
1991,NC,"Combined Heat and Power, Electric Power",Petroleum,17111.00,,,,,,
1991,NC,"Combined Heat and Power, Commercial Power",Total,64605.00,,,,,,
1991,NC,"Combined Heat and Power, Commercial Power",Coal,30224.00,,,,,,
1991,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,24465.00,,,,,,
1991,NC,"Combined Heat and Power, Commercial Power",Natural Gas,9638.00,,,,,,
1991,NC,"Combined Heat and Power, Commercial Power",Petroleum,278.00,,,,,,
1991,ND,Total Electric Power Industry,Total,27679148.00,,,,,,
1991,ND,Total Electric Power Industry,Coal,25828747.00,,,,,,
1991,ND,Total Electric Power Industry,Hydroelectric Conventional,1756684.00,,,,,,
1991,ND,Total Electric Power Industry,Natural Gas,940.00,,,,,,
1991,ND,Total Electric Power Industry,Other Gases,40131.00,,,,,,
1991,ND,Total Electric Power Industry,Petroleum,52646.00,,,,,,
1991,ND,"Electric Generators, Electric Utilities",Total,27535034.00,,,,,,
1991,ND,"Electric Generators, Electric Utilities",Coal,25750792.00,,,,,,
1991,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1756684.00,,,,,,
1991,ND,"Electric Generators, Electric Utilities",Natural Gas,-78.00,,,,,,
1991,ND,"Electric Generators, Electric Utilities",Petroleum,27636.00,,,,,,
1991,ND,"Combined Heat and Power, Industrial Power",Total,144114.00,,,,,,
1991,ND,"Combined Heat and Power, Industrial Power",Coal,77955.00,,,,,,
1991,ND,"Combined Heat and Power, Industrial Power",Natural Gas,1018.00,,,,,,
